Year,Month,Day,Period,Coast,East,Far_West,North,North_Central,South,South_Central,West
2018,4,2,14,13778.2998,1635.5699,2846.8799,934.296,11573.7998,4300.0298,7002.6401,974.45
2018,4,2,15,13563.2998,1664.92,2906.72,926.817,11462.5996,4234.6499,7134.9399,1020.69
2018,4,2,16,12998.0996,1626.85,2853.6399,994.489,11333.2002,4132.3198,7230.6099,1036.65
2018,4,2,17,12821.0,1601.2,2742.6101,975.112,11471.7002,4051.8,7140.3101,1092.9399
2018,4,2,18,12864.7998,1608.72,2785.3501,926.09,11809.9004,3948.2,7203.0698,1042.52
2018,4,2,19,12604.7998,1610.51,2776.1699,905.013,11744.9004,3835.21,6893.7598,1054.9301
2018,4,2,20,11682.4004,1520.15,2695.8601,873.439,10990.0,3533.8301,6357.5098,1057.54
2018,4,2,21,10724.9004,1397.9,2745.54,832.008,10104.5996,3254.6201,5805.54,940.051
2018,4,2,22,10025.2002,1302.65,2684.8,803.393,9403.6504,3023.3,5307.5,866.748
2018,4,2,23,10009.0,1204.51,2437.8301,834.915,8902.75,2818.03,4879.0698,786.285
2018,4,3,0,9488.4004,1156.38,2501.3501,766.607,8717.3301,2776.6101,4600.27,1037.09
2018,4,3,1,9235.6602,1133.71,2479.0601,772.418,8592.0996,2686.6699,4509.2798,1023.56
2018,4,3,2,9244.9805,1148.0699,2471.8601,773.9889999999999,8699.29,2653.1201,4536.3799,1025.3
2018,4,3,3,9690.9697,1223.59,2479.1001,799.0210000000001,9311.79,2725.74,4860.79,1075.74
2018,4,3,4,10487.0996,1388.79,2537.3301,890.318,10545.9004,3048.46,5525.9902,1192.09
2018,4,3,5,10761.7002,1447.41,2585.7,916.251,11074.0996,3136.27,5868.27,1233.53
2018,4,3,6,10911.0,1464.36,2564.23,917.878,11040.4004,3146.1001,5914.52,1257.49
2018,4,3,7,11398.2998,1482.9,2555.8401,925.569,11183.5,3320.6799,6089.3198,1181.87
2018,4,3,8,11742.2998,1532.9301,2598.22,974.282,11555.0996,3480.8401,6286.4702,1280.54
2018,4,3,9,12218.4004,1577.61,2627.96,993.483,11808.7002,3677.04,6425.27,1255.02
2018,4,3,10,12643.0,1613.97,2663.74,984.962,12015.5996,3909.73,6547.2202,1235.09
2018,4,3,11,13117.0,1656.89,2702.0801,976.177,12241.5,4118.75,6695.3301,1272.78
2018,4,3,12,13458.0,1682.28,2731.8501,968.008,12336.0996,4273.3398,6862.7402,1310.29
2018,4,3,13,13636.4004,1685.28,2762.47,957.614,12315.7002,4375.54,7013.3198,1339.05
2018,4,3,14,13645.9004,1684.16,2780.3201,952.17,12294.7002,4425.75,7114.6899,1353.59
2018,4,3,15,13392.2998,1640.76,2751.6899,926.964,12176.9004,4367.6299,7171.8501,1344.78
2018,4,3,16,12932.0996,1637.97,2712.78,910.535,12011.5996,4230.3501,7178.4302,1354.9301
2018,4,3,17,12560.2998,1602.0601,2673.0901,879.378,11721.9004,4037.3999,6995.4399,1333.7
2018,4,3,18,12520.7998,1604.89,2669.26,892.9939999999999,11788.5996,3986.02,7003.96,1345.5699
2018,4,3,19,12123.0,1542.0601,2648.27,874.143,11350.5,3822.05,6716.5,1314.08
2018,4,3,20,11321.2998,1440.53,2583.99,833.013,10455.0996,3544.55,6141.0898,1208.74
2018,4,3,21,10420.4004,1345.85,2512.52,810.003,9541.6904,3213.74,5483.0698,1097.89
2018,4,3,22,9087.5303,1146.35,2640.3301,799.301,8757.3799,2907.5601,4789.5298,764.424
2018,4,3,23,8937.4805,1066.17,2402.8101,834.2310000000001,8456.0303,2549.8601,4383.1602,610.2869999999999
2018,4,4,0,8756.2695,1014.37,2630.2,800.284,7872.8101,2754.8601,4172.6602,1332.38
2018,4,4,1,8579.3896,1008.96,2683.2,778.2819999999999,7822.5298,2693.03,4069.6499,1088.05
2018,4,4,2,8672.9805,1014.86,2692.97,829.933,8695.7002,2624.5801,4201.7002,1431.0699
2018,4,4,3,9071.2803,1130.52,2741.2,954.735,9702.2197,2652.46,4544.0898,1525.22
2018,4,4,4,9703.4697,1321.62,2781.96,979.99,11459.4004,2968.8701,5165.25,1638.01
2018,4,4,5,9950.6104,1384.54,2827.9099,1068.74,12013.7998,3068.1201,5540.79,1567.08
2018,4,4,6,9927.5703,1428.74,2859.53,1107.71,12102.2002,2961.6699,5524.3501,1497.1801
2018,4,4,7,10324.9004,1382.8101,2711.03,1110.4399,11731.2002,3010.8,5502.6499,1568.89
2018,4,4,8,10473.9004,1359.42,2756.9099,1076.92,11434.2998,3066.0601,5699.6899,1420.47
2018,4,4,9,10467.7998,1360.01,2640.9399,1096.3101,10869.7998,3110.45,5551.4302,1503.3101
2018,4,4,10,10525.2998,1312.16,2662.51,1078.8101,11094.5,3071.51,5435.5498,1395.6
2018,4,4,11,10654.7002,1298.35,2591.4099,1018.71,10812.0996,3059.26,5366.1401,1183.6899
2018,4,4,12,10830.0996,1272.75,2613.9299,991.01,10870.7998,3109.6499,5384.6099,1272.97
2018,4,4,13,11023.7998,1220.9,2615.7,976.599,10287.2002,3123.52,5392.4399,1370.28
2018,4,4,14,11225.0996,1185.12,2663.5,1051.76,10249.4004,3131.8999,5469.0,1392.46
2018,4,4,15,11152.0996,1245.21,2657.9199,953.107,10471.4004,3148.02,5485.8501,1481.67
2018,4,4,16,10862.0,1266.1,2581.6699,1002.23,10520.2998,3181.4299,5768.4902,1530.76
2018,4,4,17,10821.7002,1301.5601,2705.5,973.434,11447.2998,3191.7,5789.8599,1435.95
2018,4,4,18,10946.7002,1362.16,2757.3101,1009.03,11561.2002,3263.9399,6096.48,1474.5601
2018,4,4,19,10583.5,1298.58,2764.55,924.273,11436.2998,3251.8301,5882.3101,1600.71
2018,4,4,20,10001.7998,1214.11,2794.75,930.711,10721.7998,3049.5,5456.8999,1498.9301
2018,4,4,21,9409.7402,1162.13,2705.71,922.977,10129.7998,2848.1101,4928.4702,1394.58
2018,4,4,22,8440.6299,1186.98,2640.1001,748.783,8837.9102,2596.9199,4607.8198,785.541
2018,4,4,23,8325.6797,1124.29,2400.0,763.696,8543.3604,2351.29,4284.6699,755.8330000000001
2018,4,5,0,8098.8301,1061.9399,2649.48,821.1489999999999,8316.6299,2436.5,4083.9399,1298.25
2018,4,5,1,7981.5601,1061.17,2688.3899,797.696,8341.46,2449.3501,4053.9199,1258.37
2018,4,5,2,8086.6499,1132.48,2686.8601,852.6060000000001,8888.75,2427.9099,4090.29,1442.59
2018,4,5,3,8550.4502,1181.9301,2715.99,897.062,9545.1504,2482.0801,4434.7598,1495.27
2018,4,5,4,9236.4404,1340.54,2731.47,960.333,10864.0,2797.27,5081.6699,1657.9
2018,4,5,5,9540.7695,1393.63,2732.6399,1041.78,11334.5996,2848.6699,5348.79,1589.34
2018,4,5,6,9681.75,1410.97,2735.8301,1035.54,11250.2002,2840.3501,5364.23,1517.36
2018,4,5,7,9908.71,1359.51,2719.0801,1099.84,11087.2002,2935.9199,5421.3101,1524.72
2018,4,5,8,10216.7002,1392.74,2705.55,1026.71,10948.5,3018.5601,5493.3301,1398.77
2018,4,5,9,10483.7002,1361.9,2711.1699,1088.75,10756.7998,3075.1899,5540.77,1493.99
2018,4,5,10,10648.7998,1378.66,2705.1699,1125.4,11140.2998,3187.05,5571.8101,1368.9301
2018,4,5,11,10999.2002,1403.58,2715.3999,1039.34,10862.7998,3307.6599,5585.71,1328.4399
2018,4,5,12,11314.4004,1272.54,2714.02,1035.63,10979.0996,3438.03,5796.25,1409.9
2018,4,5,13,11513.5996,1275.84,2721.3501,1016.37,11117.7998,3549.1699,6002.21,1567.79
2018,4,5,14,11491.7002,1331.04,2748.6201,1110.8101,10939.2002,3593.29,6136.4199,1556.75
2018,4,5,15,11452.0,1313.98,2755.1001,1063.83,11187.7002,3612.1201,6343.1899,1601.0
2018,4,5,16,11204.9004,1313.92,2749.5601,1023.05,11286.7002,3576.6201,6325.1602,1647.2
2018,4,5,17,11058.2998,1400.35,2800.8501,1021.77,11715.9004,3542.99,6437.23,1540.14
2018,4,5,18,11301.9004,1434.9399,2795.5801,1007.08,11944.9004,3635.9099,6618.9199,1604.63
2018,4,5,19,11058.0996,1336.13,2811.3501,968.669,11858.4004,3570.79,6277.4399,1595.52
2018,4,5,20,10497.2002,1237.95,2712.4099,967.129,10789.0,3357.1201,5950.5698,1491.47
2018,4,5,21,9837.0303,1166.01,2680.3999,896.07,9920.8496,3100.47,5344.3799,1406.61
2018,4,5,22,9300.0498,1207.55,2667.73,819.7719999999999,9283.2197,2896.8799,5069.0,880.819
2018,4,5,23,9345.5996,1138.14,2417.29,817.676,8724.3496,2704.1399,4733.3999,842.217
2018,4,6,0,8455.0,1006.36,2557.3,741.683,8220.7402,2656.1201,4433.48,1094.05
2018,4,6,1,8370.3604,988.03,2559.3799,748.7810000000001,7965.7002,2622.77,4377.6001,983.713
2018,4,6,2,8423.2305,1017.43,2538.02,733.291,8263.8896,2620.5901,4406.5498,1124.37
2018,4,6,3,8866.6797,1123.34,2574.6001,740.454,8880.9102,2692.3501,4667.6001,1221.54
2018,4,6,4,9654.5898,1242.2,2612.77,874.497,10050.0996,2981.1001,5350.5,1256.08
2018,4,6,5,9894.6396,1302.08,2645.6001,872.204,10914.0,3059.01,5752.9502,1263.87
2018,4,6,6,10245.5,1307.01,2607.78,922.963,10731.2998,3113.95,5763.6699,1248.87
2018,4,6,7,10736.0,1343.11,2646.3799,982.275,11256.5996,3277.5701,5901.4399,1190.24
2018,4,6,8,11314.7002,1438.97,2634.9399,994.59,11396.9004,3493.9299,6105.2598,1173.08
2018,4,6,9,11782.7002,1475.38,2717.3201,1014.53,11730.7002,3582.0601,6312.3501,1231.86
2018,4,6,10,12080.0,1517.87,2709.3401,985.79,12228.2002,3796.97,6513.5801,1236.4399
2018,4,6,11,12538.0996,1573.12,2734.0701,1028.3101,12636.5,4024.96,6699.79,1201.98
2018,4,6,12,12864.0,1591.83,2723.2,1056.1899,12724.7998,4240.3701,7025.4902,1309.6801
2018,4,6,13,13140.9004,1599.5601,2758.8201,989.263,13084.5996,4384.0801,7384.9502,1501.62
2018,4,6,14,13120.7998,1570.23,2728.6201,1049.67,12833.0,4412.6899,7646.9702,1464.09
2018,4,6,15,12941.2002,1569.47,2707.1799,1055.74,13203.0996,4365.29,7823.1802,1583.91
2018,4,6,16,12412.0996,1533.8,2686.8999,994.591,12861.5996,4200.1299,7709.4102,1559.64
2018,4,6,17,12031.0996,1514.9301,2712.6899,1004.4,12599.0996,4034.46,7485.9902,1540.04
2018,4,6,18,12104.9004,1494.37,2722.9099,976.282,12186.2998,3966.28,7511.6699,1536.1899
2018,4,6,19,11799.0,1471.48,2715.48,932.912,11941.0996,3870.0701,7133.3999,1466.99
2018,4,6,20,11386.0,1372.51,2664.0701,895.6060000000001,10818.4004,3654.97,6712.6699,1363.86
2018,4,6,21,10601.2002,1281.25,2634.1499,843.888,9718.6201,3357.75,6079.3701,1174.77
2018,4,6,22,9874.7305,1148.2,2519.5701,777.2410000000001,8560.8096,3092.2,5341.8301,1034.34
2018,4,6,23,9301.8701,1087.53,2431.3799,742.832,8043.0601,2898.52,4911.77,982.073
2018,4,7,0,9234.0195,1029.9301,2471.1899,894.363,7341.71,2724.6101,4626.23,678.13
2018,4,7,1,9028.21,1028.1801,2505.25,842.628,6983.9399,2564.03,4325.04,855.7819999999999
2018,4,7,2,9032.7305,1046.42,2525.5901,825.179,7505.5,2513.3201,4307.54,855.24
2018,4,7,3,8985.6504,1021.82,2567.6799,1799.01,8267.7998,2491.5601,4435.79,758.43
2018,4,7,4,9285.2803,1071.99,2602.1399,1819.8,9025.5898,2501.5,4427.5801,669.4780000000001
2018,4,7,5,9262.6699,1077.3101,2621.3201,2199.8101,9285.3301,2473.1799,4676.0098,1066.99
2018,4,7,6,9510.75,1176.9,2662.1299,1368.88,11137.2002,2835.0,4970.6802,1000.23
2018,4,7,7,9891.1504,1304.77,2712.96,2884.1499,11297.0,2828.0,5197.4902,1072.7
2018,4,7,8,10050.7998,1298.09,2675.6799,1057.26,12031.5,2959.01,5321.9102,752.607
2018,4,7,9,9863.7197,1323.97,2626.0901,1055.24,12186.2002,3052.1101,5367.8101,537.254
2018,4,7,10,10012.4004,1458.75,2605.9099,1043.76,11507.0,2985.03,5473.4399,1221.45
2018,4,7,11,9886.1699,1357.0601,2603.3701,755.324,11317.2002,3139.9399,5300.1499,1129.51
2018,4,7,12,9899.2803,1297.6,2651.05,950.632,11340.0996,3039.48,5329.8501,1109.3101
2018,4,7,13,9999.9502,1251.6801,2617.1599,923.267,11357.2998,3085.0901,5284.3701,987.231
2018,4,7,14,9978.6396,1275.47,2627.1499,1112.97,11554.7002,3223.3401,5475.0298,998.01
2018,4,7,15,10005.5,1508.74,2522.4099,1037.8101,11137.2998,3078.1201,5622.21,908.457
2018,4,7,16,9715.2803,1217.38,2624.3501,989.96,10918.7998,3183.3101,5617.1401,997.877
2018,4,7,17,9456.8799,1324.15,2533.05,904.809,11132.2998,2890.25,5468.6299,1125.12
2018,4,7,18,9701.5996,1432.53,2567.04,958.542,11558.9004,2958.4199,5807.8799,1197.27
2018,4,7,19,9440.1699,1414.53,2530.9399,952.921,11100.7002,2951.8401,5655.0698,1300.5
2018,4,7,20,9399.5596,1329.48,2540.1899,912.737,11128.5,2982.3401,5520.0601,1253.64
2018,4,7,21,8836.3203,1319.04,2509.8999,861.092,10476.2002,2752.3799,5146.9702,1252.52
2018,4,7,22,8557.1104,1364.72,2456.0601,950.203,10127.0996,2524.45,4683.5298,1028.29
2018,4,7,23,8254.5596,1341.3,2449.5901,956.167,9827.5801,2400.29,4431.8398,987.18
2018,4,8,0,8372.0703,1430.66,2477.76,1004.15,10828.7002,2322.75,4982.0898,1130.67
2018,4,8,1,8272.0098,1420.48,2462.6399,1014.84,10749.0996,2268.4399,4889.9199,1103.6801
2018,4,8,2,8265.2002,1438.26,2453.1599,1037.11,10881.0996,2239.4299,4895.3501,1123.99
2018,4,8,3,8336.1602,1441.53,2464.5601,1056.0601,11209.4004,2257.99,4990.02,1165.7
2018,4,8,4,8510.29,1503.75,2488.6699,1095.61,11777.5996,2318.25,5205.8599,1232.39
2018,4,8,5,8543.3301,1536.24,2489.4299,1113.74,12205.4004,2331.02,5435.25,1308.99
2018,4,8,6,8732.6699,1571.6801,2472.6699,1133.58,12663.9004,2421.8601,5614.0898,1353.78
2018,4,8,7,8694.1904,1567.3,2463.9199,1187.54,12638.7998,2522.4299,5514.1899,1232.96
2018,4,8,8,8809.5195,1535.24,2479.6899,1173.47,12454.9004,2585.78,5316.48,1184.3101
2018,4,8,9,8786.3896,1445.72,2490.1799,1151.3101,12088.7998,2602.3,5001.8901,1097.88
2018,4,8,10,8791.7695,1405.95,2542.05,1123.8101,11662.0,2639.23,4762.04,1026.92
2018,4,8,11,8823.4502,1367.58,2612.45,1071.6899,11199.0,2700.9299,4602.0601,990.749
2018,4,8,12,8921.6396,1325.21,2680.3,1046.2,10885.7998,2780.5901,4577.3901,964.097
2018,4,8,13,9036.75,1313.9301,2747.49,1045.61,10786.7002,2871.71,4735.8501,993.607
2018,4,8,14,9352.2695,1314.77,2795.52,1051.0601,10921.9004,2982.8701,5077.5801,1079.41
2018,4,8,15,9737.2402,1349.8,2818.73,1048.38,11289.2002,3088.03,5576.96,1196.3101
2018,4,8,16,9881.6201,1374.9301,2828.6299,1028.3199,11530.0,3132.01,5897.3999,1307.27
2018,4,8,17,9818.8301,1382.1,2815.03,1012.56,11549.0,3081.3101,5934.8901,1342.85
2018,4,8,18,10115.5,1427.1801,2816.28,1020.28,11998.2002,3164.47,6152.1899,1391.9
2018,4,8,19,9999.9697,1402.1899,2754.3101,994.202,11700.0,3155.3799,5937.27,1428.41
2018,4,8,20,9577.2305,1340.02,2647.72,930.507,10832.5996,3009.3401,5401.27,1337.59
2018,4,8,21,9044.0801,1248.71,2566.1599,878.1610000000001,9784.0898,2769.8401,4757.9199,1207.77
2018,4,8,22,8555.0098,1171.35,2513.96,833.205,8898.3604,2582.5901,4446.1602,1182.16
2018,4,8,23,8284.2803,1126.52,2449.97,809.22,8486.2803,2450.0,4227.3599,1139.28
2018,4,9,0,7876.7998,1148.54,2504.21,842.0830000000001,8604.9902,2330.1799,4084.1699,1092.6899
2018,4,9,1,7895.5601,1152.99,2502.25,855.2710000000001,8532.8701,2288.0601,4049.5601,1065.6801
2018,4,9,2,8092.4199,1185.67,2524.8601,872.084,8847.1797,2290.75,4146.1899,1060.62
2018,4,9,3,8612.7695,1275.55,2545.97,913.554,9834.8203,2394.1201,4565.6499,1141.39
2018,4,9,4,9442.6797,1471.54,2622.79,1006.22,11552.5,2692.3101,5292.46,1295.8
2018,4,9,5,9741.2002,1533.79,2675.25,1028.02,12309.5,2811.9099,5662.5098,1358.7
2018,4,9,6,9799.3398,1541.62,2644.1399,1017.62,12113.7002,2803.6699,5660.1602,1393.38
2018,4,9,7,9843.9697,1536.24,2639.76,1041.35,12112.0996,2945.4299,5627.4902,1313.08
2018,4,9,8,10050.5996,1528.73,2672.7,1035.5699,12084.0996,3028.3799,5675.7402,1314.25
2018,4,9,9,10218.4004,1519.26,2705.3301,1032.28,11999.7998,3173.03,5671.7202,1271.59
2018,4,9,10,10287.9004,1494.91,2710.24,1004.97,11921.7998,3303.0801,5690.7598,1214.74
2018,4,9,11,10323.7998,1495.53,2723.7,972.893,11912.7998,3421.01,5757.0601,1238.02
2018,4,9,12,10322.0,1489.49,2740.95,965.766,11884.9004,3525.7,5844.2402,1234.1801
2018,4,9,13,10368.5996,1491.63,2750.79,982.999,11857.0996,3614.8799,5940.9902,1270.76
2018,4,9,14,10456.4004,1491.3199,2786.2,967.548,12086.2002,3671.6001,6079.1602,1332.4
2018,4,9,15,10453.2002,1505.08,2787.3,944.772,12267.0,3636.29,6192.98,1369.6899
2018,4,9,16,10367.0,1521.25,2758.8799,900.079,12400.5,3563.1299,6354.6401,1454.22
2018,4,9,17,10421.5996,1525.77,2784.3799,877.081,12447.2998,3508.6299,6371.3901,1434.73
2018,4,9,18,10687.5996,1565.1899,2857.55,909.837,12850.2998,3584.6001,6576.5,1427.71
2018,4,9,19,10432.2998,1524.62,2831.8101,897.914,12408.7998,3491.24,6387.1802,1420.9301
2018,4,9,20,9791.0498,1410.33,2743.5,844.181,11294.7002,3239.51,5876.2798,1319.95
2018,4,9,21,9045.3896,1275.23,2659.1101,805.198,10058.7998,2917.3701,5244.23,1175.91
2018,4,9,22,8835.5898,1123.65,2597.7,779.654,8720.3301,2766.3899,4722.0698,849.073
2018,4,9,23,8848.1699,1045.14,2360.6299,789.186,8287.46,2508.0601,4369.0601,792.047
2018,4,10,0,7656.2002,1131.6899,2456.1201,821.956,8667.0996,2308.3999,4128.1299,1033.26
2018,4,10,1,7655.9302,1125.28,2459.9199,831.6610000000001,8629.3896,2274.9099,4063.4199,1002.0
2018,4,10,2,7836.04,1156.58,2479.5701,861.574,8953.3496,2282.1499,4133.2998,1011.25
2018,4,10,3,8398.9902,1247.2,2504.3101,904.954,9987.5098,2394.6599,4495.1201,1106.5
2018,4,10,4,9319.0303,1460.02,2584.95,998.844,11770.5,2748.6799,5195.2202,1257.65
2018,4,10,5,9603.5498,1523.26,2620.1101,1029.8101,12496.7998,2874.75,5482.1201,1344.0601
2018,4,10,6,9677.7998,1521.22,2564.1799,1027.8,12194.4004,2823.3,5432.5298,1342.84
2018,4,10,7,9651.5703,1513.48,2554.02,1046.27,12023.0,2888.3301,5401.6299,1251.71
2018,4,10,8,10051.2002,1531.84,2546.1799,1059.55,11872.9004,2913.1399,5530.3901,1198.38
2018,4,10,9,10151.0,1514.35,2557.6899,1057.76,11624.7998,2978.04,5570.0601,1121.9
2018,4,10,10,10165.7002,1484.42,2540.47,1025.26,11266.7002,3037.9299,5618.0098,1054.64
2018,4,10,11,10250.7002,1488.74,2534.0601,992.159,11013.7998,3097.22,5711.0098,1041.75
2018,4,10,12,10309.5,1486.88,2534.1001,989.457,10800.2002,3160.3899,5851.4102,1023.15
2018,4,10,13,10487.9004,1497.66,2531.0601,1025.97,10681.2002,3236.4399,6002.4399,1044.08
2018,4,10,14,10706.9004,1488.17,2560.75,1006.56,10858.2002,3327.53,6225.2402,1114.47
2018,4,10,15,10724.2998,1520.23,2561.78,982.437,11106.9004,3340.23,6358.6802,1191.36
2018,4,10,16,10513.5996,1522.51,2550.8899,928.472,11230.2002,3292.8999,6422.48,1311.39
2018,4,10,17,10370.0996,1533.6899,2596.26,904.697,11190.7998,3232.8501,6357.04,1342.6899
2018,4,10,18,10584.7002,1564.4301,2686.1299,948.522,11728.9004,3326.77,6513.29,1367.71
2018,4,10,19,10216.5,1514.77,2690.4399,930.832,11386.7998,3246.3,6255.3198,1347.27
2018,4,10,20,9523.1104,1398.77,2616.0,866.05,10414.5996,2990.6001,5683.1499,1253.15
2018,4,10,21,8814.04,1250.3,2538.8201,825.2639999999999,9397.4102,2693.8999,5073.2998,1125.8199
2018,4,10,22,8442.5596,1162.36,2627.73,796.4110000000001,8785.8896,2584.5901,4752.3599,834.957
2018,4,10,23,8368.96,1099.22,2388.02,794.7230000000001,8371.9004,2308.3301,4404.5498,777.385
2018,4,11,0,7954.5801,1033.64,2436.6799,783.062,8223.0,2245.71,4012.1201,942.583
2018,4,11,1,7898.0898,1030.5699,2429.1599,783.316,8146.5698,2209.8501,3953.3301,931.74
2018,4,11,2,8041.27,1049.64,2429.8101,799.948,8340.9102,2218.97,4013.24,934.715
2018,4,11,3,8571.1396,1118.16,2447.6499,842.4889999999999,8993.0,2349.79,4329.79,973.109
2018,4,11,4,9396.9502,1280.3,2491.05,921.73,10197.0996,2675.0601,4968.0298,1075.79
2018,4,11,5,9592.9502,1316.3,2505.1599,941.527,10681.2998,2767.6101,5206.1401,1118.01
2018,4,11,6,9769.3496,1302.71,2490.53,953.586,10626.7998,2761.1599,5208.5898,1089.26
2018,4,11,7,10053.7998,1325.7,2496.77,990.374,10793.5,2850.6101,5321.8701,1074.97
2018,4,11,8,10461.2998,1324.5699,2519.29,999.789,10954.2998,2962.6499,5483.27,1076.8
2018,4,11,9,10731.5,1323.1899,2548.04,1005.23,11099.5,3102.0601,5610.7402,1080.1899
2018,4,11,10,10999.0,1327.6801,2584.22,1013.2,11216.7002,3255.4199,5749.9702,1089.03
2018,4,11,11,11446.2002,1354.72,2645.6101,1036.08,11432.0,3449.1699,5954.3501,1124.12
2018,4,11,12,11822.9004,1378.58,2697.79,1066.2,11696.7998,3629.1299,6186.9102,1166.67
2018,4,11,13,12161.5,1405.01,2731.9299,1092.08,11994.5,3780.29,6453.6699,1224.46
2018,4,11,14,12416.4004,1429.29,2769.9399,1096.0,12339.0,3881.3701,6727.7402,1274.47
2018,4,11,15,12323.2998,1448.01,2783.26,1079.67,12520.7998,3837.72,6869.9502,1307.71
2018,4,11,16,11946.0,1452.51,2776.3301,1043.58,12450.5996,3711.8101,6857.7598,1334.22
2018,4,11,17,11620.0,1440.67,2748.3201,998.335,12246.0,3561.3501,6722.1201,1325.97
2018,4,11,18,11621.5,1471.22,2735.3501,1024.77,12438.2002,3574.28,6768.6602,1330.9
2018,4,11,19,11140.5996,1418.14,2700.21,1009.3,12047.0,3453.8501,6469.96,1307.01
2018,4,11,20,10460.0,1317.3199,2630.1699,942.121,11088.7998,3213.49,5913.9399,1235.42
2018,4,11,21,9721.8301,1197.05,2569.8401,875.352,10014.2002,2927.0901,5315.4199,1145.61
2018,4,11,22,8687.8096,1184.99,2670.3301,888.362,9538.21,2782.25,4861.21,895.238
2018,4,11,23,8671.2305,1118.95,2421.53,936.319,8930.1797,2581.8201,4558.6401,828.237
2018,4,12,0,8392.8496,1023.6,2456.0901,767.813,8204.25,2457.54,4333.1699,1067.54
2018,4,12,1,8277.8096,1013.37,2436.8201,759.2289999999999,8086.1099,2399.8899,4259.3701,1051.4301
2018,4,12,2,8381.9502,1032.01,2433.3601,760.8710000000001,8251.1699,2400.9399,4304.9302,1045.49
2018,4,12,3,8903.29,1101.83,2453.1699,789.2919999999999,8909.3799,2503.1499,4624.6401,1068.47
2018,4,12,4,9731.3096,1279.67,2507.46,861.8739999999999,10155.0,2802.27,5289.96,1153.58
2018,4,12,5,9969.6299,1329.9,2534.9099,883.341,10724.0996,2885.55,5568.0298,1186.3199
2018,4,12,6,10183.2998,1353.45,2536.6599,904.456,10812.0996,2901.5601,5573.8901,1173.24
2018,4,12,7,10644.9004,1381.11,2560.9399,947.435,11014.2002,3055.3301,5675.3398,1157.02
2018,4,12,8,11084.5,1408.9399,2604.6201,987.575,11442.0,3238.22,5858.3701,1196.2
2018,4,12,9,11546.7002,1439.74,2665.25,1010.35,11784.5996,3444.51,6016.1499,1223.95
2018,4,12,10,11931.7002,1478.42,2731.47,1034.34,12142.0996,3661.3899,6207.04,1252.39
2018,4,12,11,12392.0,1523.42,2802.3,1077.75,12609.0,3893.74,6457.7998,1325.16
2018,4,12,12,12752.0,1569.73,2865.48,1111.04,13076.5,4100.1499,6729.1099,1406.87
2018,4,12,13,12993.0,1596.88,2908.53,1139.49,13535.7002,4248.9902,7015.4702,1480.47
2018,4,12,14,13111.0996,1628.58,2936.1399,1159.17,13995.2002,4345.8501,7282.29,1538.3
2018,4,12,15,12942.5996,1628.16,2931.9199,1163.35,14188.7998,4299.9702,7432.6299,1549.2
2018,4,12,16,12518.2002,1614.87,2914.1599,1136.8101,14094.2998,4143.3101,7431.96,1538.25
2018,4,12,17,12189.5,1586.23,2869.72,1093.9301,13832.7998,3959.75,7291.3799,1496.89
2018,4,12,18,12225.5996,1612.4,2846.3501,1103.9399,13974.7998,3960.7,7349.8799,1495.88
2018,4,12,19,11803.0996,1551.65,2804.22,1084.33,13508.2998,3824.75,7067.23,1467.62
2018,4,12,20,11140.0,1429.97,2718.8899,1024.49,12408.7998,3594.1299,6508.7202,1364.96
2018,4,12,21,10383.2002,1303.04,2642.8101,936.79,11185.0,3295.4399,5861.7402,1237.27
2018,4,12,22,9893.5098,1277.89,2677.3301,882.145,10123.5996,3152.22,5381.7202,1012.24
2018,4,12,23,9881.2305,1182.1899,2430.96,892.209,9599.6904,2967.3899,4972.48,895.87
2018,4,13,0,8962.2402,1073.87,2462.98,780.1360000000001,9221.3896,2780.6399,4801.9102,1154.61
2018,4,13,1,9109.0898,1044.1,2467.99,764.09,9067.7998,2774.3999,4765.7202,1159.59
2018,4,13,2,9233.6797,1148.7,2433.8401,782.0369999999999,9742.1104,2968.9299,4868.48,1237.3199
2018,4,13,3,10243.5,1298.4399,2460.2,792.8739999999999,10035.4004,2919.6299,5265.71,1220.1
2018,4,13,4,11026.0,1482.55,2522.21,882.117,11385.4004,3340.1699,5974.5298,1210.16
2018,4,13,5,11353.0,1531.3,2478.0701,865.745,12194.5996,3432.8701,6242.1699,1299.05
2018,4,13,6,11355.4004,1529.6,2547.28,913.231,12243.0996,3429.46,6263.9102,1283.05
2018,4,13,7,12062.7002,1527.03,2552.4199,959.39,12313.7998,3476.6499,6346.1699,1178.33
2018,4,13,8,12558.2998,1557.89,2561.5601,938.086,12200.2002,3603.0901,6241.4199,1260.91
2018,4,13,9,12506.2002,1564.6899,2601.46,916.563,12135.9004,3662.76,6426.96,1316.36
2018,4,13,10,12636.0996,1557.04,2597.02,942.356,12328.5996,3837.5901,6683.2202,1262.9
2018,4,13,11,12974.0,1580.3,2617.2,920.515,12648.4004,4131.3701,6895.1401,1304.8101
2018,4,13,12,13387.7998,1639.84,2620.5,951.373,12973.5,4294.5601,7236.5698,1295.1801
2018,4,13,13,13621.2002,1627.8199,2596.05,928.679,13212.0996,4432.5601,7574.21,1313.1801
2018,4,13,14,12980.0,1622.13,2689.25,963.799,13531.0996,4609.0601,7845.77,1315.14
