Year,Month,Day,Period,Coast,East,Far_West,North,North_Central,South_Central,South,West
2018,4,22,5,8646.025309,1156.908101,2481.344116,775.43337,8931.386556,4377.675741,2544.0419309999997,1107.892934
2018,4,22,6,9010.301351,1235.7520849999999,2550.658162,829.4452464,9434.575684,4631.625773,2725.5972899999997,1103.41921
2018,4,22,7,9315.87443,1268.47758,2552.495341,803.7314554999997,9778.127197,4873.573486,2921.601603,1163.662903
2018,4,22,8,9490.584229,1273.698547,2580.226847,843.2236277000003,9804.932536,4951.038086,3065.434916,1109.978902
2018,4,22,9,9630.483887,1268.179494,2564.5707399999997,847.693217,9842.65625,5022.075073,3214.282857,1115.044067
2018,4,22,10,9765.466145999999,1275.286723,2563.743368,850.4426982000001,9785.433268,5108.701335,3389.3532920000002,1120.112885
2018,4,22,11,9931.155599,1266.8695779999996,2603.186808,848.0854441,9711.815511,5212.258341,3577.975586,1123.116486
2018,4,22,12,10118.65072,1247.2193710000001,2623.083191,848.3545634,9666.675049,5351.178019,3743.042867,1148.990346
2018,4,22,13,10360.02897,1269.4240109999996,2652.579814,841.7436727,9697.433837999999,5665.92688,3864.1337479999997,1175.122742
2018,4,22,14,10567.64876,1297.882914,2674.101522,863.3041483999997,9861.544922,5936.789714000001,3936.7166340000003,1202.325053
2018,4,22,15,10661.80615,1316.915812,2678.267131,878.1977234,10004.971109999999,6191.516561,3888.744893,1215.2556359999999
2018,4,22,16,10548.39958,1320.515147,2668.52533,821.8274485000003,10115.91862,6216.76062,3729.422485,1272.7778119999996
2018,4,22,17,10532.00081,1336.9206140000001,2656.5782879999997,801.9742838999997,10385.21484,6183.417521,3621.4523719999997,1310.754934
2018,4,22,18,10609.608320000001,1387.125305,2659.134989,820.2947896000003,10762.78662,6252.452189,3658.501383,1345.594564
2018,4,22,19,10163.39315,1322.213084,2648.1723629999997,794.8026988,10304.35449,5907.569987,3495.95815,1266.9567869999996
2018,4,22,20,9463.946777,1223.1952820000001,2589.955139,744.2205098,9459.259928,5314.402873,3216.504924,1163.671153
2018,4,22,21,8791.532715000001,1122.395284,2518.193136,702.4411112,8613.661214,4751.545532,2911.513123,1098.25236
2018,4,22,22,8323.025269,1089.904856,2451.5419309999997,683.2650045,8104.378052,4340.432821,2677.334595,1062.309052
2018,4,22,23,8076.193197,1064.209808,2416.3549399999997,670.3814646000002,7843.660441,4119.834615,2537.4542030000002,1040.097432
2018,4,23,0,7953.5470780000005,1037.746801,2390.7698969999997,672.4681853999998,7780.160075,4011.104004,2459.917175,1039.6686710000001
2018,4,23,1,7990.466268000001,1064.924489,2392.672852,675.3417357999998,7865.3761799999975,4011.019999,2437.642029,1041.209646
2018,4,23,2,8290.208577,1127.3413189999999,2413.257385000001,705.7248027,8339.881429000001,4156.168579,2487.032125,1057.313477
2018,4,23,3,8981.303304000001,1258.0935470000004,2462.283651,762.4737142000001,9487.625895000001,4653.2495119999985,2669.023722,1116.6739400000001
2018,4,23,4,9597.330322,1387.654958,2524.759664,822.027537,10707.78638,5208.449829,2939.230835000001,1216.293325
2018,4,23,5,9751.122152,1352.137075,2531.7380980000007,828.8807678,10816.26929,5270.914551,2930.207133,1211.327606
2018,4,23,6,10015.99927,1319.154348,2556.571533,900.6676890000001,10802.01164,5346.737549,2991.738871,1162.216909
2018,4,23,7,10329.07576,1362.229075,2606.631795,919.0928650000001,10874.829590000001,5437.261108,3130.88857,1129.171885
2018,4,23,8,10586.42391,1357.880178,2624.679159,921.8841909,10940.312259999999,5587.719727000002,3269.537882,1136.8649289999996
2018,4,23,9,10784.0201,1366.654958,2647.5621539999997,918.6461639,10977.30697,5754.94161,3433.8114619999997,1157.595449
2018,4,23,10,10995.496579999999,1364.279826,2677.353027,918.6913553999999,11038.00326,5943.232381,3610.8303630000014,1199.6816609999996
2018,4,23,11,11289.20011,1397.8577779999994,2723.263265,920.7145640000001,11175.19271,6257.428589,3803.2582799999996,1237.519267
2018,4,23,12,11645.17773,1411.643748,2769.069641,923.6360321000001,11292.73722,6557.811401,3951.34609,1278.169271
2018,4,23,13,11966.6049,1427.812958,2819.223836,926.7488505000001,11464.068440000001,6903.574951000001,4080.1329960000003,1320.816732
2018,4,23,14,12168.73364,1412.957296,2849.749369,932.5067291000001,11709.62882,7245.143433,4116.747599,1368.25415
2018,4,23,15,12134.86751,1452.260498,2881.901184,929.1838226,11896.55103,7453.210856000002,4079.3931479999997,1402.41156
2018,4,23,16,11837.8916,1428.739268,2861.182699,885.3941802999999,11983.81942,7445.584676,3929.826497,1413.110321
2018,4,23,17,11638.392820000001,1457.2424720000001,2839.115702,868.8103332999997,11989.43099,7233.747273999998,3796.89329,1406.7387390000001
2018,4,23,18,11507.48071,1478.059611,2803.903503,893.4701233,12121.31909,7107.3691,3815.113302,1410.730988
2018,4,23,19,10859.91398,1396.302185,2721.522542,853.5488586000001,11338.35775,6574.57959,3607.638672,1376.29953
2018,4,23,20,9973.787354,1267.159698,2606.296285000001,793.9257557999997,10137.674640000001,5825.573975,3279.03772,1317.468465
2018,4,23,21,9178.888509,1166.077199,2518.798238,744.2404124,9154.078451000001,5150.17391,2948.751383,1268.215678
2018,4,23,22,8660.677653,1074.8918859999999,2453.2423710000007,712.0421855000003,8538.444173,4725.000529,2720.080688,1238.302917
2018,4,23,23,8362.220459,1084.518738,2421.324565,700.847997,8166.967855,4459.067505,2590.266418,1201.786346
2018,4,24,0,8186.665487,1051.313344,2393.348897,693.1810252,7946.463134999999,4299.2244869999995,2520.750203,1183.008809
2018,4,24,1,8160.7191159999975,1070.5180560000001,2382.256673,704.1179606000003,7948.3479819999975,4266.7950439999995,2481.3578079999997,1178.908417
2018,4,24,2,8420.131185,1101.3865150000001,2378.13798,710.2207998,8313.68632,4372.419596,2511.700867,1177.500773
2018,4,24,3,9079.49292,1218.2673539999996,2405.4724530000008,769.3644714,9327.470622,4824.422119,2700.388916,1198.833862
2018,4,24,4,9672.936442,1371.068471,2474.947815,830.4545441,10376.04688,5351.501179999998,2945.7079059999996,1248.99057
2018,4,24,5,9840.006104,1377.145925,2460.865377,818.209376,10462.69792,5429.790853,2931.226095,1242.710378
2018,4,24,6,10219.57756,1409.430216,2510.170329,864.0552825999997,10718.18115,5547.6247969999995,3060.8718059999997,1178.009898
2018,4,24,7,10731.86572,1405.056061,2597.851949,888.4958495999997,11130.06608,5722.603109000002,3278.0694780000013,1157.259074
2018,4,24,8,11197.727859999999,1442.389119,2650.2215170000004,898.9757537999999,11433.20972,6012.774495000002,3532.019592,1221.085002
2018,4,24,9,11642.46403,1458.1187029999999,2727.928569,924.8870138,11776.89697,6335.517293,3797.357707,1274.139404
2018,4,24,10,12186.33789,1493.6191410000001,2812.557841,908.0575713999999,12138.0214,6674.27124,4024.2146,1317.967733
2018,4,24,11,12775.41667,1512.898621,2883.977844,928.4600982999999,12613.37451,7056.407186,4199.636597,1373.9975789999999
2018,4,24,12,13293.925290000001,1573.5666199999994,2928.64858,949.5498861,13014.059079999999,7400.382323999997,4347.4996740000015,1444.852325
2018,4,24,13,13819.012369999999,1598.446676,2954.77122,999.3179932,13538.612790000001,7768.574381999999,4458.986898,1518.137797
2018,4,24,14,14124.499919999998,1672.673869,2931.689921,1042.549479,14010.40316,8026.259928,4484.314372,1619.739197
2018,4,24,15,14008.12386,1648.17395,2955.342529,1000.7928919999999,14119.9279,8090.710368000001,4359.467367,1628.351512
2018,4,24,16,13506.897140000001,1658.0436710000001,2907.569743,964.8290609,13805.25163,7926.931234000002,4158.3766479999995,1637.2696939999994
2018,4,24,17,13125.37451,1617.528941,2907.912496,947.1974487,13521.631669999999,7711.521688,4022.876343,1560.835378
2018,4,24,18,12845.36694,1608.860616,2881.083435,950.6421152999999,13454.31413,7580.704834,4023.880351,1523.001912
2018,4,24,19,12046.11629,1518.679484,2742.821086,907.0525054999999,12528.45345,7010.4847819999995,3799.962646,1502.239756
2018,4,24,20,10972.28345,1356.389903,2630.303752,834.3029277,11272.37378,6245.198934,3467.168660000001,1409.9988
2018,4,24,21,10040.99935,1189.351863,2540.242452,772.2571665,10422.394040000001,5508.715129,3130.351868,1298.601257
2018,4,24,22,9415.030923999999,962.9702402999999,2443.959371,746.1484782000001,9650.8243,5021.3274740000015,2906.673604,1258.862976
2018,4,24,23,8990.872721,1024.144394,2446.868632,725.7469686000003,8756.727783,4685.001587,2760.1573280000002,1182.755686
2018,4,25,0,8774.884521,1004.681234,2376.504476,708.8747252999997,8560.479167,4462.754476,2666.580078,1190.769012
2018,4,25,1,8699.217122,1030.905807,2294.2256469999998,705.0883942,8490.228597,4414.028971,2623.102763,1236.101786
2018,4,25,2,8905.33667,1110.891469,2333.902913,716.0757599,8743.408366,4532.3046060000015,2650.509664,1216.3830970000001
2018,4,25,3,9532.44458,1207.594157,2396.7657059999997,763.226064,9636.809082,4981.292725,2826.6318969999998,1235.1717939999999
2018,4,25,4,10090.67025,1318.275106,2478.07371,824.984726,10831.27181,5486.7432450000015,3107.002279,1282.1495869999999
2018,4,25,5,10298.71151,1343.263784,2494.3448489999996,822.4934896000003,10861.41325,5558.860067000001,3090.386678000001,1257.821208
2018,4,25,6,10802.67749,1365.510773,2531.073649,832.32223,10763.14006,5701.810425,3223.895772,1237.744242
2018,4,25,7,11374.765140000001,1425.860433,2532.631836,861.4293874,10996.608240000001,5944.136556,3421.629618,1208.901876
2018,4,25,8,12010.840329999999,1477.792257,2517.930745,863.3440196,11137.09375,6255.956828,3626.295858,1176.8831890000001
2018,4,25,9,12667.61947,1505.9819949999999,2432.692322,863.9829609999997,11157.04256,6562.1959229999975,3824.845968,1283.204346
2018,4,25,10,13339.222090000001,1571.156311,2463.962423,848.5561625,11190.97453,6876.883016,3990.1035770000003,1265.961405
2018,4,25,11,14003.90576,1583.9317019999999,2484.979472,853.6098377999997,11056.49032,7206.052043000002,4151.291199,1219.800242
2018,4,25,12,14500.069819999999,1562.089925,2461.68335,889.7976685000001,10982.74715,7117.2672120000025,4246.417806,1188.015208
2018,4,25,13,14814.14299,1510.648387,2456.4137370000008,896.9053395999997,11022.11727,6806.849609000001,4312.947917,1197.147024
2018,4,25,14,14637.362630000001,1458.051748,2462.364848,878.3573303,11066.267820000001,6469.159871,4309.561605,1226.380575
2018,4,25,15,14023.38346,1433.596568,2463.812419000001,888.9612986,11157.43018,6309.343913000002,4126.400167,1210.942881
2018,4,25,16,13298.85148,1446.258158,2504.016683,843.5959524,11144.10742,6089.320964000001,3897.329936,1215.8127029999996
2018,4,25,17,13014.669109999999,1456.9409380000006,2549.881755,844.3234202,11213.7382,6028.650106,3843.69165,1211.218231
2018,4,25,18,12595.40918,1469.5252480000001,2582.307088,869.5476786,11373.122229999999,6054.394816,3804.371989,1259.1228130000004
2018,4,25,19,11814.4366,1381.005778,2577.5124100000007,834.1221262999999,10846.25773,5697.642008,3542.253642,1221.9450789999999
2018,4,25,20,10765.85002,1280.461558,2523.0661210000007,777.8747609000003,9951.942301000001,5119.984334000002,3188.709371,1150.205709
2018,4,25,21,9832.476074,1152.979787,2468.747803,737.8982086,9177.756917,4655.447061999998,2857.43752,1097.248851
2018,4,25,22,9205.264079,1109.197805,2413.018575,714.5187022000001,8765.177816,4331.206258,2654.380534,1094.9841310000004
2018,4,25,23,8783.145833,1079.249532,2378.3016559999996,706.8915405,8479.151204,4173.827352,2556.218872,1111.357178
2018,4,26,0,8530.591064,1070.204915,2345.17334,712.9788411000003,8467.552979,4085.64445,2507.354126,1138.344686
2018,4,26,1,8444.41748,1105.814158,2312.3266399999998,727.2578125,8626.014079,4067.205485,2460.476522,1180.853149
2018,4,26,2,8625.423421,1145.1071880000004,2325.432353,768.4588826,9142.013916,4221.935933,2476.083232,1212.879527
2018,4,26,3,9232.103027,1285.941345,2389.7892859999997,823.5779673,10307.608479999999,4710.779826,2621.869995,1280.5337220000001
2018,4,26,4,9787.026937,1410.0560710000002,2460.2629190000002,888.2653961000003,11482.36475,5308.51884,2868.988546,1381.172791
2018,4,26,5,9899.868245,1407.013387,2449.833842,885.4192149,11439.233320000001,5354.447754,2820.407715,1335.640279
2018,4,26,6,10207.29997,1405.980947,2491.6056719999997,911.0840251,11251.8658,5393.2710369999995,2863.27653,1190.817942
2018,4,26,7,10477.36776,1401.897878,2488.229187,921.8821564,11132.11784,5433.57255,2919.739665,1191.45045
2018,4,26,8,10773.83521,1401.043742,2491.571899,922.8092498999999,11042.43929,5493.308716,2985.633911,1178.931824
2018,4,26,9,11006.94629,1391.036448,2517.051534,909.9891408,10966.107909999999,5557.427694,3089.963603,1171.159617
2018,4,26,10,11263.45614,1396.272736,2542.185079,925.648468,11052.029540000001,5664.711385000001,3203.290934,1169.3965050000004
2018,4,26,11,11572.93433,1423.874166,2577.463074,948.1458028,11088.08683,5844.731893,3325.642843,1197.403585
2018,4,26,12,11943.451009999999,1454.634247,2628.212077,920.4221802000001,11132.33057,6023.335124,3424.766276,1248.5352679999999
2018,4,26,13,12345.9786,1471.551361,2686.540955,977.2891388,11250.25374,6289.426025,3514.11145,1241.939372
2018,4,26,14,12624.32259,1481.418528,2705.80599,996.4134623,11494.57381,6520.7406009999995,3592.0177,1306.112305
2018,4,26,15,12540.02165,1489.671926,2669.48879,992.2396494999999,11599.281659999999,6607.837321,3570.5752770000013,1387.682668
2018,4,26,16,12170.76367,1466.098175,2587.399109,938.4733022,11496.5411,6523.503866,3484.962097,1491.6462609999999
2018,4,26,17,11863.00814,1459.455882,2564.877909,905.4903819,11522.46379,6376.747721,3422.068258,1486.671549
2018,4,26,18,11682.38192,1474.633301,2567.498271,901.7822062000001,11711.47868,6384.703898,3495.875448,1501.073201
2018,4,26,19,11069.20239,1424.00235,2543.042623,843.6510976,11002.50635,6033.330892,3342.815369,1430.01885
2018,4,26,20,10219.03109,1287.2457279999999,2519.6923420000007,762.7154948,9983.832764,5420.926432,3081.3751420000012,1332.915426
2018,4,26,21,9442.699056,1178.4900109999999,2499.458761,690.7047119,9023.868245,4846.2596840000015,2804.610168,1216.889537
2018,4,26,22,8875.438151,1111.5214230000001,2473.360677,648.3489024,8376.314859999999,4468.347616,2608.806234,1148.976451
2018,4,26,23,8580.763753,1091.172445,2498.357544,626.7684631,8072.398762999997,4318.608602,2488.664266,1065.695567
2018,4,27,0,8390.941162000001,1061.846771,2519.95813,628.1792399,7941.670736,4211.972412,2425.548564,977.8882853
2018,4,27,1,8366.225016,1059.631282,2458.870789,647.0781860000002,7946.369384999999,4159.0749719999985,2399.303813,983.3584492999997
2018,4,27,2,8613.751139,1121.53892,2418.040446,673.373759,8304.487142,4248.0911049999995,2433.591309,1018.8145699999999
2018,4,27,3,9277.668131999999,1206.894867,2460.213949,733.0056966,9199.931315,4623.74235,2601.255188,1075.659475
2018,4,27,4,9850.764729999999,1374.451935,2530.510457,786.9335581,10191.29175,5042.085246,2862.1530559999997,1133.7382810000001
2018,4,27,5,10033.526609999999,1367.5062050000001,2576.770447,806.4679362,10426.52653,5164.7880049999985,2857.993693,1093.982249
2018,4,27,6,10315.04924,1387.616801,2627.097514,874.3598632999997,10633.51034,5269.517131000001,2951.27065,1048.407908
2018,4,27,7,10683.54744,1393.820658,2670.419698,912.3066254,10913.624020000001,5440.763184,3082.2138879999998,1047.7711789999996
2018,4,27,8,10942.39388,1417.934235,2687.26709,927.0523936000001,11226.2111,5640.17216,3271.984578,1079.926992
2018,4,27,9,11169.532309999999,1441.304525,2690.101807,927.743576,11431.16699,5753.6878259999985,3441.859212,1114.15153
2018,4,27,10,11451.14681,1462.500854,2715.709127,933.8809255000001,11690.72876,5902.291056,3598.646688000001,1149.504628
2018,4,27,11,11882.56437,1475.989115,2742.585734,943.5209757000001,11981.00578,6101.206502,3763.5518799999995,1182.877045
2018,4,27,12,12294.31974,1519.589498,2775.301371,956.7753550000001,12240.584640000001,6283.858236,3880.8988240000003,1213.918874
2018,4,27,13,12663.30273,1538.469584,2804.681559,958.5413259,12560.32821,6500.933105,3935.9771729999998,1246.627981
2018,4,27,14,12834.014490000001,1518.0134480000006,2808.185018,959.699468,12882.205320000001,6657.900390999999,3935.46106,1260.0044560000001
2018,4,27,15,12533.7911,1478.269216,2788.271342,948.7391103,12882.60335,6691.297323,3844.948873,1262.456187
2018,4,27,16,11937.73039,1429.530406,2777.546468,880.6190694000003,12526.517170000001,6513.294718,3648.2710159999997,1292.467906
2018,4,27,17,11638.172690000001,1411.2676900000001,2735.463053,843.2698517000001,12104.39372,6373.866984,3514.438721,1290.6092019999999
2018,4,27,18,11491.93188,1452.5641380000006,2720.998474,850.6434479000003,12007.04077,6346.249105,3453.267843,1303.793935
2018,4,27,19,10957.59806,1379.359436,2664.160868,822.1431478,11308.22998,6009.252726,3291.744202,1279.199819
2018,4,27,20,10289.402259999999,1280.5835769999999,2590.145732,781.3207397000001,10395.48535,5552.244792,3089.283773,1222.529968
2018,4,27,21,9602.211426,1191.612325,2514.526164,741.5084737000003,9423.231770999999,5082.445516,2885.9952190000013,1177.8692529999996
2018,4,27,22,9058.186034999999,1125.040649,2456.341064,712.9358063,8694.824788,4689.492147,2695.377035,1151.409556
2018,4,27,23,8692.442301000001,1077.799703,2430.165059,687.73968,8183.020304000002,4436.995809,2564.716329,1141.2792359999999
2018,4,28,0,8457.08903,1052.415349,2418.380168,678.0451101,7906.477091,4294.6878259999985,2492.8364260000008,1125.669006
2018,4,28,1,8322.634195999999,1037.146632,2446.431803,672.4823405000002,7797.558675,4225.51237,2457.1590170000004,1084.921611
2018,4,28,2,8314.897542,1055.818904,2490.8006800000007,672.5708973999998,7813.6597090000005,4208.161296,2446.021729,1033.908152
2018,4,28,3,8508.825928,1103.349518,2454.405192,700.7988332,8193.653687,4351.86141,2510.320272,1091.579559
2018,4,28,4,8675.505778,1123.5039880000004,2447.424093,735.8103689,8551.34847,4522.436727,2581.5432739999997,1143.5660599999999
2018,4,28,5,8992.954264,1192.4304,2495.7183019999998,783.8268382,9161.924886,4745.7822270000015,2643.177592,1127.527649
2018,4,28,6,9494.863851,1240.329081,2557.5624390000007,841.7295481000001,9749.015706,5060.401774,2763.019307,1070.469472
2018,4,28,7,10061.79989,1278.258657,2585.168559,872.0351817,10276.51107,5393.12854,2901.602681,1117.329641
2018,4,28,8,10608.528240000001,1319.766856,2620.691833,886.5139821,10695.57194,5676.583659000001,3047.483643,1131.194295
2018,4,28,9,11097.16178,1363.2404279999996,2675.940592000001,895.2197774,11102.221440000001,5942.204712,3159.833374,1141.4097390000004
2018,4,28,10,11592.0813,1411.6660869999994,2712.6717120000008,915.5028687000001,11426.47192,6198.51355,3257.659037,1186.561686
2018,4,28,11,12104.456709999999,1464.92513,2751.0727739999998,931.9505767999999,11876.43327,6472.946045000002,3337.6293739999996,1239.5032449999999
2018,4,28,12,12580.2408,1515.005737,2784.455322,953.8533478,12416.76188,6745.9585769999985,3435.799866,1286.519684
2018,4,28,13,12928.7347,1544.7468470000001,2750.756287,976.6760457,12951.29858,6970.968831,3510.432882,1338.308441
2018,4,28,14,13039.59847,1593.323507,2802.568909,991.8889669,13370.06323,7121.977417,3538.4970299999995,1371.364634
2018,4,28,15,12900.327640000001,1603.46816,2823.3718870000002,994.0273641000001,13485.643230000001,7161.6405840000025,3520.77417,1398.480865
2018,4,28,16,12425.96956,1569.348989,2806.977214,947.9371338,13095.39697,7007.510334999999,3429.3628740000013,1415.968404
2018,4,28,17,11982.89933,1478.37502,2751.377869,891.4822032,12595.454020000001,6734.916748000002,3311.962443,1412.64979
2018,4,28,18,11738.951659999999,1492.6542359999999,2727.431864,898.5736898,12314.42708,6604.164185000001,3304.865885,1421.04127
2018,4,28,19,11211.09668,1396.182576,2713.376648,870.1967824,11632.58,6277.961385000001,3165.80367,1374.034414
2018,4,28,20,10555.43384,1308.820709,2659.622498,815.0060425,10698.68327,5833.0991619999995,3014.706014,1301.122345
2018,4,28,21,9851.649089,1208.183736,2613.206075,764.4863536,9797.340902,5313.508993,2815.584534,1219.513041
2018,4,28,22,9281.573649,1126.961436,2547.690165,727.3861949,9006.925293,4891.222209000001,2642.305705,1185.9927369999998
2018,4,28,23,8868.972168,1088.0859380000004,2499.919657,699.7305044,8475.606201,4565.7341719999995,2510.207438,1164.756968
2018,4,29,0,8583.433756999999,1056.027735,2457.248617,687.0340068,8074.753581,4368.090861,2426.478251,1143.104655
2018,4,29,1,8414.559082,1032.692312,2438.2549440000007,682.3356627999998,7869.667277,4250.633138,2380.02832,1126.2033490000001
2018,4,29,2,8352.029622,1029.804682,2423.913615,687.5706635,7803.009237,4183.90804,2362.804423,1118.465434
2018,4,29,3,8391.225993,1043.183177,2436.5903120000007,702.1611379,7881.16394,4228.769491,2374.302816,1095.87381
2018,4,29,4,8370.673340000001,1061.389613,2437.910319,703.9899902000003,8076.453531999998,4286.182088000001,2394.93571,1110.842885
2018,4,29,5,8661.594238,1128.103851,2457.035238,750.9609833,8594.62793,4441.189209,2438.368286,1114.8195289999999
2018,4,29,6,9282.003255,1202.744273,2477.900859,846.1541697,9445.41333,4829.558309,2628.18457,1159.411865
2018,4,29,7,9948.602132,1261.1694539999999,2553.379578,891.2534281,10276.02083,5155.637695,2830.781718,1193.741913
2018,4,29,8,10597.199709999999,1350.549164,2593.490336,934.4900106,10920.4082,5524.243896,2991.5195519999997,1232.962606
2018,4,29,9,11181.85775,1431.919108,2643.7731120000008,954.7796071,11514.25814,5816.988403,3113.078003,1264.589335
2018,4,29,10,11704.74219,1486.642832,2709.565369,980.5342662,12126.2054,6057.15332,3173.481771,1296.420268
2018,4,29,11,12157.05428,1542.4280800000001,2773.500936,1003.2798210000001,12555.574540000001,6303.9375,3228.681295,1309.85907
2018,4,29,12,12500.77922,1586.926849,2821.127584,1024.207484,13024.10669,6564.0850020000025,3280.7620039999997,1335.14978
2018,4,29,13,12767.67863,1632.361766,2869.854614,1052.459493,13414.74398,6752.6009109999995,3313.201396,1355.659231
2018,4,29,14,12803.50822,1645.443899,2897.3936559999997,1072.0524189999999,13746.842690000001,6917.657227,3318.478394,1387.854909
2018,4,29,15,12514.47876,1633.382253,2877.7817379999997,1061.926941,13866.96509,6946.276367,3307.575785,1391.243825
2018,4,29,16,12014.57153,1592.20167,2836.587138,1020.643809,13569.9659,6889.187988,3283.4842329999997,1377.2356359999999
2018,4,29,17,11762.813479999999,1573.3847859999994,2769.690857,985.3706055,13135.21379,6842.378581,3331.8475949999997,1407.727102
2018,4,29,18,11737.108320000001,1567.061778,2760.734314000001,961.999059,13182.97998,6867.036987,3444.3740840000005,1415.219991
2018,4,29,19,11131.096440000001,1482.866577,2761.787618,885.5905711000001,12432.39982,6511.975667000002,3373.76182,1332.400564
2018,4,29,20,10283.80135,1332.359934,2705.505941,810.6298472,11069.83618,5873.699015,3160.240051,1242.805573
2018,4,29,21,9478.84668,1207.163289,2681.704814,759.4290721,9936.316406,5245.363241,2909.993347,1116.008036
2018,4,29,22,8930.030273,1137.440186,2682.377645,737.1446482000001,9148.305339,4805.038696000001,2717.93276,1012.311691
2018,4,29,23,8611.368327,1084.408005,2611.7683920000004,722.2509613,8623.758626,4549.671956,2598.033366,1017.417491
2018,4,30,0,8452.665283,1057.267604,2547.160156,716.2310384,8251.058716,4442.211914,2556.279114,1029.593959
2018,4,30,1,8476.799642,1051.7956390000004,2526.950582,708.9333242,8113.122762000001,4434.8662920000015,2540.315287,1036.664714
2018,4,30,2,8775.033447,1080.820348,2521.449239,729.5627594,8431.628174,4578.6716719999995,2576.321289,1077.470703
2018,4,30,3,9482.785563,1199.208903,2573.684957,772.1937815,9333.395915000001,5089.013224,2763.914632,1114.125356
2018,4,30,4,10007.81608,1300.657583,2661.614441,815.9263559999997,10302.97778,5663.70459,3034.948771000001,1161.031942
2018,4,30,5,10149.595459999999,1310.134979,2639.905741,822.6491852,10583.27018,5800.917643,3046.130697,1222.696574
2018,4,30,6,10649.2605,1388.429942,2663.374064,848.3728382999999,10912.982909999999,5911.036214,3134.221252,1276.848877
2018,4,30,7,11159.69165,1465.9667869999994,2691.5349730000007,911.0258127999997,11362.77344,6090.233927,3317.422913,1306.8982039999999
2018,4,30,8,11611.1735,1513.153208,2765.9455359999997,964.9347075999999,11815.42765,6322.190959000001,3494.520915,1286.648692
2018,4,30,9,11962.122229999999,1555.211843,2835.864644,954.6507618999999,12186.17725,6547.134603,3668.346497,1278.864299
2018,4,30,10,12277.58276,1605.833232,2897.216532,951.5762634,12513.77352,6654.470133,3711.505432,1256.105591
2018,4,30,11,12485.471440000001,1659.3103939999999,2962.520182,1005.7422740000001,12838.25073,6717.830037000002,3765.430094,1260.650777
2018,4,30,12,12518.49414,1688.2481079999998,3014.435567,1024.756866,13143.52262,6714.063151,3793.015951,1314.818176
2018,4,30,13,12577.28353,1689.884572,3050.269877,1004.7244109999999,13389.66439,6696.986898,3824.6220700000003,1372.2048849999999
2018,4,30,14,12547.781009999999,1659.665741,3043.923543,1034.6584679999999,13484.057859999999,6686.723714,3847.747965,1371.930664
2018,4,30,15,12359.71224,1629.342631,3003.908427,1045.8486890000001,13402.422690000001,6673.3131509999985,3805.341288,1376.31368
2018,4,30,16,12055.604,1596.092478,2958.097473000001,1000.9810539999999,13159.998940000001,6705.193034000001,3738.147624,1411.2262779999999
2018,4,30,17,12127.51359,1615.104197,2929.262797,988.4376933,13305.27873,6777.61377,3738.3650509999998,1408.238881
2018,4,30,18,12180.49487,1611.02478,2933.316976,992.9304504,13357.440270000001,6800.427897,3818.7872310000002,1412.783895
2018,4,30,19,11678.35701,1552.0760400000001,2891.751851,954.741806,12640.4292,6469.153931,3701.362203,1351.091899
2018,4,30,20,10858.453529999999,1420.560201,2774.384623,882.9722951,11490.53141,5937.465413,3459.4650469999997,1293.526489
2018,4,30,21,10113.08496,1286.51886,2683.802124,828.6139425,10424.82495,5414.942301,3180.770345,1249.7053429999999
2018,4,30,22,9609.810872,1189.345317,2628.788086,789.9367523,9602.920654000001,5094.707682,3000.1164350000013,1190.036692
2018,4,30,23,9284.598306999998,1157.956848,2619.796061,760.6781972,9179.479329,4887.2725420000015,2887.140076,1135.059652
2018,5,1,0,9109.510334999999,1114.019368,2593.3954670000007,745.4606322999997,8930.337158,4758.28479,2793.434469000001,1135.0001630000004
2018,5,1,1,9110.943359,1111.543935,2565.517212,739.8732096,8890.040609,4723.973551,2757.255188,1133.348775
2018,5,1,2,9371.079997,1155.595896,2578.56901,759.330246,9227.840087999999,4806.610554999998,2820.849854,1113.493001
2018,5,1,3,10051.909590000001,1280.415283,2604.315491,806.8125254,10098.44287,5274.796834000002,3024.2030839999998,1127.2534380000004
2018,5,1,4,10628.6403,1395.9354349999999,2633.79718,854.6965382999997,11205.42643,5946.275024000001,3312.477804,1220.5721230000001
2018,5,1,5,10854.28784,1414.902161,2658.279277,856.0284882000003,11426.68433,6076.550537,3309.263713,1216.820943
2018,5,1,6,11343.503420000001,1481.4803570000001,2657.3946530000007,895.1068624,11698.82235,6191.6938880000025,3377.6749670000013,1262.347951
2018,5,1,7,11855.26896,1543.179321,2734.56132,953.1994375,11974.80241,6336.432251,3502.025757,1246.33257
2018,5,1,8,12411.31453,1584.9841720000006,2775.96637,971.68927,12284.68831,6471.549520000001,3643.9228310000003,1305.003815
2018,5,1,9,12714.790359999999,1627.130737,2818.496704,956.0302226,12509.49064,6566.896077,3819.1729130000003,1359.643768
2018,5,1,10,12785.65055,1654.873779,2839.182251,966.2063497000001,12755.73722,6667.346517,3961.3671670000003,1413.8921710000006
2018,5,1,11,12857.65088,1669.056315,2822.112345,1001.6222789999999,13083.02441,6839.069539,4142.7432450000015,1520.607463
2018,5,1,12,12864.658940000001,1674.344421,2829.3514809999997,1035.566701,13132.04549,7037.1172689999985,4283.689128,1569.2379460000002
