Year,Month,Day,Period,Coast,East,Far_West,North,North_Central,South_Central,South,West
2018,1,5,12,10837.26042,1537.600769,2451.648824,1111.801046,12199.35669,6019.748291,3055.060099,1094.8259480000004
2018,1,5,13,10626.65999,1479.187876,2418.411845,1048.8847150000001,11747.818440000001,5809.2738039999995,2961.128662,1093.303813
2018,1,5,14,10460.81632,1449.672516,2393.41569,995.0069377,11526.6355,5719.257975,2906.746847,1098.246226
2018,1,5,15,10536.85376,1493.012543,2381.957031,972.4699961000001,11706.918290000001,5852.309163,2877.809041,1126.956075
2018,1,5,16,11110.126629999999,1677.488617,2413.18099,1022.5855,12650.28206,6349.963257,3004.340739,1215.538442
2018,1,5,17,11378.32292,1777.3361710000001,2484.045593,1061.366343,13045.19979,6744.734131,3198.129924,1297.051707
2018,1,5,18,11463.8654,1805.7979739999998,2510.522095,1066.731394,13061.19255,6800.184326000001,3219.114014,1318.509257
2018,1,5,19,11465.73999,1814.264313,2581.402466,1064.979248,13078.5297,6825.409870999999,3220.228129,1288.531199
2018,1,5,20,11330.30208,1793.021139,2614.736572,1040.121735,12880.14266,6740.062744,3216.9499309999997,1274.3245140000001
2018,1,5,21,10993.308509999999,1735.821859,2611.861064,997.8646392999999,12480.217040000001,6496.981038,3145.700195,1244.413381
2018,1,5,22,10646.29142,1675.525228,2595.079895,979.9769135,12073.38086,6218.53654,3042.888672,1222.872498
2018,1,5,23,10424.49455,1630.848429,2566.3831579999996,960.8361766,11824.737140000001,6053.065674,2951.442871,1226.975433
2018,1,6,0,10333.392170000001,1595.475454,2564.907288,960.5157318,11759.806559999999,6020.252645000001,2926.996318,1222.078084
2018,1,6,1,10337.72746,1607.7269800000001,2570.063741,980.6789042000001,11811.69189,6078.607178,2925.87561,1240.297028
2018,1,6,2,10399.69238,1641.295634,2606.538127,1012.859777,12073.652259999999,6219.517904,2960.258891,1229.504822
2018,1,6,3,10575.64616,1692.8702899999994,2633.4527789999997,1040.8133599999999,12487.55697,6395.795329,3034.181234,1257.449707
2018,1,6,4,10937.74992,1789.4909969999999,2633.8408,1079.784424,13027.8842,6645.321004,3144.5251670000002,1342.593791
2018,1,6,5,11274.86442,1869.5884399999998,2672.660258,1126.582163,13797.61304,6913.8751219999995,3267.610209,1414.249522
2018,1,6,6,11425.97266,1927.892446,2720.4371739999997,1179.3606869999999,14338.451330000002,7095.705770000001,3341.221375,1428.918193
2018,1,6,7,11400.81112,1883.84845,2663.904134,1209.265635,14200.956619999999,7139.231893000001,3303.692891,1405.610301
2018,1,6,8,11142.605959999999,1791.442891,2571.299011,1194.691671,13752.32381,7080.493245000002,3134.674927,1353.8082279999999
2018,1,6,9,10780.560140000001,1655.611318,2538.228678,1147.183004,13045.74365,6798.929159,2945.271281,1256.606547
2018,1,6,10,10364.3728,1581.035868,2453.5777789999997,1114.447734,12318.123370000001,6434.71403,2809.983826,1193.104797
2018,1,6,11,9979.244059,1465.828847,2391.985799,1069.8814289999998,11592.06624,6067.9593909999985,2719.162394,1178.771067
2018,1,6,12,9719.447266,1405.98347,2322.31307,1047.540487,10994.44328,5812.74585,2675.5311079999997,1192.7266439999999
2018,1,6,13,9506.569336,1371.759796,2255.084371,994.138209,10660.43148,5588.855103,2631.233826,1268.0373539999996
2018,1,6,14,9428.191325,1374.524811,2247.407491,958.7237091,10601.16471,5576.733602,2616.060893,1288.746409
2018,1,6,15,9569.390137,1408.9496359999994,2286.677755,911.1474457,10802.12484,5669.485636,2607.1922809999996,1324.416351
2018,1,6,16,10126.85384,1527.210276,2340.918803,964.90183,11640.35628,6058.5467119999985,2715.381205,1387.466624
2018,1,6,17,10296.01571,1617.100688,2389.3124390000007,996.0273894999999,11970.0979,6291.118978,2842.111796,1503.575094
2018,1,6,18,10276.71053,1610.5233050000006,2396.260478,968.6387787000001,11923.09863,6219.306965999999,2831.331197,1522.639282
2018,1,6,19,10220.27018,1623.891052,2424.5943399999996,961.1931763,11749.61255,6118.280151,2808.965861,1495.348368
2018,1,6,20,10065.55729,1592.4281310000001,2420.1718339999998,937.6039480000001,11420.62809,5915.103068,2755.408427,1478.123718
2018,1,6,21,9795.518799,1534.422109,2410.77179,911.5952861,10915.1145,5640.853068,2663.011373,1441.467448
2018,1,6,22,9484.993164,1475.1526789999998,2419.82255,883.6813304,10411.3505,5267.387573,2543.777751,1347.178111
2018,1,6,23,9236.085205,1429.234426,2412.595703,864.8875122000003,10005.78979,5033.850952000002,2444.474569,1288.606547
2018,1,7,0,9088.101318,1405.91923,2412.872091,852.2383574999999,9732.330322,4868.96936,2387.610758,1244.754232
2018,1,7,1,9024.567790000001,1388.9703880000006,2402.861552,845.1013489000003,9572.445394,4783.978515999999,2355.5035399999997,1218.484945
2018,1,7,2,9030.156738,1414.16156,2408.040771,852.0263518999999,9531.413656,4773.015055,2347.088725,1202.525675
2018,1,7,3,9088.717611,1419.3710019999999,2427.2814129999997,857.8068847999997,9660.923828,4831.1731770000015,2369.627747,1213.570099
2018,1,7,4,9229.726074,1473.375437,2423.892456,882.5136159,9997.169678,5001.092692,2438.695964,1248.730337
2018,1,7,5,9462.179199,1539.670959,2427.2595420000002,889.2755127,10431.21387,5206.985433,2508.560486,1279.336477
2018,1,7,6,9527.657796,1553.665344,2457.122904,919.4667918,10981.951009999999,5429.255046,2548.145793,1297.470673
2018,1,7,7,9799.793294,1632.52651,2468.599243,961.0416412000001,11533.000240000001,5612.015544,2591.176168,1297.235128
2018,1,7,8,9894.150309,1587.315633,2462.539775,983.4832967,11863.75008,5665.948283,2631.917684,1298.761322
2018,1,7,9,9762.232178,1525.655284,2448.300232,972.5436605000001,11997.03841,5636.8056229999975,2683.797933,1290.50709
2018,1,7,10,9576.253418,1486.914673,2426.104716,968.0316111,12032.46997,5612.4830729999985,2727.670186,1272.680267
2018,1,7,11,9503.488363,1456.811503,2390.144918,968.2624105000001,11955.60295,5579.735392000001,2741.94578,1277.908376
2018,1,7,12,9558.774414,1434.074453,2268.034322,979.6272685,11739.19865,5563.487508,2751.775045,1346.9646810000004
2018,1,7,13,9568.951579,1400.149282,2198.170471,1013.8687130000001,11517.579670000001,5503.7582189999985,2720.952922,1384.9685470000006
2018,1,7,14,9626.315918,1410.697347,2265.217509,1021.867533,11515.14811,5555.789714000001,2696.662557,1353.344594
2018,1,7,15,9798.108887,1483.308014,2316.98114,988.4470673000001,11752.24626,5669.918335,2694.431803,1363.818319
2018,1,7,16,10309.05697,1566.334615,2360.604187,973.7952982999999,12267.39388,6020.989746,2817.065023,1374.762726
2018,1,7,17,10358.733479999999,1541.183879,2456.393941,984.011144,12292.875979999999,6160.825236,2960.211873,1369.3360289999996
2018,1,7,18,10260.21297,1513.319102,2469.124451,964.160258,12028.16382,6118.619588000001,2959.086039000001,1363.923055
2018,1,7,19,10059.44222,1403.869334,2441.375366,934.4598694,11689.390140000001,5938.429199,2905.085164,1397.586731
2018,1,7,20,9692.472738,1324.443919,2411.871745,883.7824707000003,11182.186520000001,5611.868042,2783.114299,1382.237142
2018,1,7,21,9168.35262,1221.3694460000004,2496.10907,837.5888977000003,10501.58341,5215.745443,2604.13737,1210.66922
2018,1,7,22,8677.78833,1218.292226,2511.68453,806.2244923999997,9931.262044,4843.518636,2418.6665239999998,1101.156148
2018,1,7,23,8378.147135,1154.7017720000001,2514.877787,800.5165304,9638.047770000001,4669.567139,2291.411987,1068.965942
2018,1,8,0,8214.998534999999,1169.200094,2485.760803,804.6624908,9535.221354000001,4647.539876,2227.05953,1103.565542
2018,1,8,1,8134.632446,1175.738088,2495.506266,820.3364054,9692.59847,4690.599854,2219.499186,1121.28359
2018,1,8,2,8221.751994,1201.391713,2532.90391,851.6448770999997,10104.53914,4811.6488439999985,2328.93103,1140.125793
2018,1,8,3,8595.860676999999,1273.041514,2565.597839,914.2842813999999,10933.516679999999,5177.5238039999995,2458.0077309999997,1197.984467
2018,1,8,4,9345.257487,1406.800802,2624.895955,1010.6455179999999,12355.97689,5903.889364,2675.6960649999996,1306.603149
2018,1,8,5,10093.93693,1597.437998,2674.837769,1097.917053,13837.779869999995,6620.91984,3030.588257,1454.593842
2018,1,8,6,10248.825929999999,1629.446401,2729.951213,1117.8417869999996,14107.849369999998,6630.284627,3065.211568,1431.196818
2018,1,8,7,10360.189209999999,1626.127401,2701.475138,1140.331075,13725.808430000001,6397.366414,2969.940348,1334.562093
2018,1,8,8,10442.79134,1608.98114,2653.6078899999998,1152.706228,13337.72013,6157.788371,2932.6514079999997,1225.29365
2018,1,8,9,10439.70695,1574.787649,2598.866984,1139.595378,12953.0249,5972.208008,2885.119283,1167.746999
2018,1,8,10,10394.515220000001,1562.475891,2527.022644,1119.2541609999996,12498.24748,5803.232625,2826.3000690000013,1135.765676
2018,1,8,11,10353.97493,1506.736908,2472.782715,1085.057454,12076.93107,5668.525146,2798.800232,1102.751953
2018,1,8,12,10319.4139,1471.49763,2436.738363,1059.652212,11704.328529999999,5582.21403,2785.325175,1095.716492
2018,1,8,13,10241.85083,1410.184041,2395.598551,1019.643809,11369.82463,5516.494344,2773.819417,1108.578807
2018,1,8,14,10131.55526,1412.661082,2385.967448,1000.7200109999999,11228.49569,5540.181640999999,2759.181254,1112.188497
2018,1,8,15,10086.45435,1450.033162,2433.583883,959.2559052000001,11434.58333,5645.428711,2773.24467,1161.778392
2018,1,8,16,10569.671629999999,1607.557953,2467.303792,1025.062892,12417.76294,6055.705241,2847.902059,1267.4880679999999
2018,1,8,17,10798.8387,1637.353251,2506.771057,1079.0375980000001,13079.28963,6404.312948,3027.880636,1344.025492
2018,1,8,18,10723.34823,1683.2444050000001,2536.186768,1089.560038,13135.93001,6394.013184,3039.974813,1326.13151
2018,1,8,19,10547.16081,1675.1462199999999,2536.530538,1079.614543,13024.26131,6315.537109000001,3024.0823570000002,1308.0957740000001
2018,1,8,20,10172.370359999999,1611.277995,2430.749227,1047.7562970000001,12589.17757,6041.4769289999995,2915.331746000001,1259.117981
2018,1,8,21,9669.756348,1552.9769900000001,2389.548279,1001.454274,11913.68994,5701.1563719999995,2759.679362000001,1254.576914
2018,1,8,22,9242.601074,1502.949239,2341.715251,973.7249653999999,11411.090740000001,5428.063924,2614.203857,1266.714152
2018,1,8,23,8953.849447,1432.163452,2326.614482,949.9415436,11137.35254,5265.28772,2519.994181,1241.814453
2018,1,9,0,8859.837402,1458.895121,2300.610636,953.2391815,11158.94238,5284.675781,2506.716797,1270.53419
2018,1,9,1,8884.528483,1489.406891,2328.44517,952.5932159,11398.58472,5394.122152,2540.2225949999997,1400.680725
2018,1,9,2,9065.158609999999,1509.002075,2360.892537,961.7598062999999,11817.14787,5586.4279380000025,2613.954529,1490.8533220000006
2018,1,9,3,9554.251139,1577.350545,2420.688232,1003.838506,12624.455890000001,6023.545329,2787.888509,1520.9908039999998
2018,1,9,4,10485.61768,1716.1282039999999,2483.6681519999997,1078.728282,14020.61206,6779.6250409999975,3163.276062,1617.597026
2018,1,9,5,11320.43766,1850.21228,2534.9375410000002,1151.596364,15447.79533,7651.2624099999975,3691.143372,1792.7469579999995
2018,1,9,6,11362.65039,1836.5668030000002,2531.7698570000002,1151.8459779999996,15466.79045,7667.0776769999975,3629.4579259999996,1788.2195329999995
2018,1,9,7,11434.9043,1841.2561039999998,2531.89325,1170.965322,14969.2041,7214.767822,3423.060038,1605.6559550000006
2018,1,9,8,11495.702309999999,1835.1420899999998,2516.383504,1182.497304,14501.71696,6643.135905,3220.561991,1389.260813
2018,1,9,9,11458.86556,1816.6388239999999,2492.877909,1169.42749,14047.93026,6284.723429,2964.796082,1289.2771400000001
2018,1,9,10,11309.55892,1790.570007,2438.001322,1149.404826,13446.60604,5959.764852,2852.909932,1230.520498
2018,1,9,11,11128.00944,1748.15743,2379.216064,1124.882304,12922.0389,5725.674764,2787.588582,1212.581512
2018,1,9,12,10982.65365,1685.493947,2364.111348,1117.854808,12388.00724,5558.323812,2769.225993,1200.918111
2018,1,9,13,10837.65243,1658.876577,2340.380534,1110.1697689999999,12044.88428,5474.049276,2777.401632,1213.127909
2018,1,9,14,10790.13118,1678.111155,2335.644226000001,1051.5522460000002,11973.28052,5494.512858,2776.321716,1215.761536
2018,1,9,15,10941.31307,1748.1765030000001,2363.496541,993.7267558,12355.57227,5587.229289,2774.412374,1227.161855
2018,1,9,16,11470.10091,1840.75532,2397.489746,1029.915593,13436.90918,5994.143921,2859.7696739999997,1315.754527
2018,1,9,17,11569.52466,1867.2968649999998,2448.960653,1082.920736,14160.230959999999,6340.879354,3039.952698,1425.337423
2018,1,9,18,11384.51172,1852.377757,2452.3789469999997,1086.473419,14154.142419999998,6391.656698,3062.500936,1462.445455
2018,1,9,19,11106.11532,1802.3320820000001,2427.348511,1062.7304689999999,13908.840409999999,6309.216268,3053.332804,1471.453033
2018,1,9,20,10586.36198,1687.13265,2389.935465,1015.624318,13253.19238,6013.867228,2951.2923579999997,1437.686005
2018,1,9,21,9932.573242,1590.5626730000001,2356.165995,961.1986491,12352.0918,5610.935628,2768.53772,1390.871836
2018,1,9,22,9419.923584,1514.843241,2356.225932,909.1528829,11587.94531,5294.611165,2595.038452,1309.788757
2018,1,9,23,9114.263428,1462.012878,2360.021952,889.3595835000001,11164.4764,5151.505208,2512.201233,1280.185211
2018,1,10,0,8976.698649,1449.7734380000006,2342.034485,878.314209,10996.02808,5111.075033,2487.4766440000008,1313.451345
2018,1,10,1,8899.016439,1417.9472759999999,2360.59495,881.5365803999997,10957.984129999999,5150.536336,2500.716878,1315.036072
2018,1,10,2,8937.681722,1423.807933,2375.101949,894.2628988,11097.17814,5234.261271,2543.928121,1331.892578
2018,1,10,3,9294.713704,1495.4433390000006,2404.002075,935.2249653999999,11605.84058,5522.393148,2672.979594000001,1370.415843
2018,1,10,4,10061.57715,1615.886536,2450.462545,1016.205526,12769.31128,6164.6789549999985,2993.1836949999997,1497.280691
2018,1,10,5,10802.592120000001,1741.754252,2520.1096190000007,1084.6213890000001,14064.44751,6810.474365000001,3415.781169,1615.754242
2018,1,10,6,10817.21004,1749.400726,2531.592753,1087.31723,14131.279380000002,6780.669596,3309.800557,1594.008321
2018,1,10,7,10802.692790000001,1737.132629,2522.417196,1063.983266,14010.13989,6646.824707,3152.525289,1522.6366679999999
2018,1,10,8,10804.41471,1722.3314510000002,2525.5148719999997,1120.922312,14000.436769999998,6522.950521,3025.893107,1425.064199
2018,1,10,9,10751.720459999999,1695.1269530000006,2497.680298,1047.817413,13881.617680000001,6361.581624,2898.079814,1393.637726
2018,1,10,10,10621.11035,1673.1383970000006,2449.6475219999998,1103.388133,13666.07275,6167.153035,2840.463155,1313.277476
2018,1,10,11,10496.36922,1643.020945,2430.751119,1099.588145,13406.538,5906.656169,2816.510234,1250.336192
2018,1,10,12,10428.02197,1611.357442,2423.878337,1107.586894,13034.73682,5700.964762,2822.544149,1245.143412
2018,1,10,13,10374.87305,1601.5484310000006,2346.886353000001,1082.793752,12520.16748,5566.8564049999995,2846.1790969999997,1260.342855
2018,1,10,14,10387.37614,1574.926219,2266.545492,1056.81781,12150.39095,5540.493774000001,2873.106974,1258.345032
2018,1,10,15,10434.89551,1596.638062,2172.064148,1006.633484,12141.66195,5619.078044,2889.5270179999998,1223.578033
2018,1,10,16,10888.77563,1695.868459,2221.350159,1034.466044,13073.482179999999,5994.654093,2951.730693,1326.27005
2018,1,10,17,10974.202640000001,1718.4140120000006,2296.782898,1043.685608,13599.922359999999,6320.68571,3085.099691,1389.096242
2018,1,10,18,10818.40316,1655.1561279999999,2360.387126,1040.136164,13344.82397,6211.525309000002,3085.584656,1377.1343279999999
2018,1,10,19,10540.969159999999,1615.905162,2419.275553,1006.4566189999999,13074.19556,6032.9361979999985,3044.146037,1363.0368859999999
2018,1,10,20,10002.47762,1533.9360960000001,2365.130941,961.3539174000001,12359.29972,5723.709269,2900.591492,1378.384511
2018,1,10,21,9403.576497,1425.0415039999998,2328.690491,898.9781901,11371.08545,5253.926961,2671.065837,1343.418752
2018,1,10,22,8859.565267,1313.392537,2335.793396,857.5090841,10591.63436,4866.017944,2468.7299399999997,1224.219777
2018,1,10,23,8507.87972,1260.446014,2330.965678,842.1444041000003,10031.015790000001,4555.603394,2402.4841309999997,1174.437408
2018,1,11,0,8310.855306,1232.969594,2339.602437,831.1306202999997,9712.472412000001,4485.076497,2250.577555,1164.7386880000001
2018,1,11,1,8229.978027,1212.183706,2327.89329,797.2355397999999,9626.562662999999,4422.090576,2178.6449789999997,1202.969666
2018,1,11,2,8265.427083,1200.277842,2267.470642,821.4502157000003,9687.034587,4429.263713,2174.2309370000007,1297.602854
2018,1,11,3,8576.255534,1233.545583,2255.630208,853.1166331000003,10279.50618,4641.71814,2250.4347940000002,1359.3980199999999
2018,1,11,4,9312.000814,1430.267751,2297.2150269999997,925.0509593,11382.30371,5211.781982,2497.467509,1440.313599
2018,1,11,5,10036.6451,1581.9354449999994,2391.848165,992.7331492000001,12635.83667,5880.804972,2825.0470579999997,1566.8185529999994
2018,1,11,6,10173.62679,1561.6016439999999,2428.986125,1007.28948,12649.171470000001,5940.806396,2780.763306,1603.002625
2018,1,11,7,10319.419759999999,1542.0021060000001,2424.859985,1018.598943,12326.34945,5822.502970000001,2786.473653,1565.76182
2018,1,11,8,10405.842690000001,1536.230967,2482.041056,1027.8007810000001,12209.45711,5746.643636,2801.833089,1533.3625279999999
